State,District,University Type,University Name,University_Name_Cleaned,University ID,College Name,College_Name_Cleaned,College Id,College Type,Address,Website,Management,Year of Establishment,Specialised in,Location,Upload Year,The Institute Added In Survey Year,Location_Cleaned,Management_Cleaned,Segregation_type,Year_of_Establishment_cleaned
Uttar Pradesh,Fatehpur,State Public University,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh (Id: U-0849)","Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",U-0849,"SRI JAGDAMBA PRASAD MAHILA MAHAVIDYALAYA, (Id: C-12391)","SRI JAGDAMBA PRASAD MAHILA MAHAVIDYALAYA,",C-12391,Affiliated College,VILL MAUDEV POST SULTANGARH,www.shrijagdamba.org,Private Un-Aided,2007,No,Rural,2019,2010,Rural,Private Un-Aided,Private,2007
Uttar Pradesh,Mirzapur,State Public University,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)","Mahatma Gandhi Kashi Vidyapeeth, Varanasi",U-0527,"Ram Suresh Singh Mahavidyalaya, Mirzapur (Id: C-51164)","Ram Suresh Singh Mahavidyalaya, Mirzapur",C-51164,Affiliated College,"DIXITPUR (SHIVSHANKARIDHAM), PACHEWARA, NARAYANPUR, CHUNAR, MIRZAPUR",ramsureshsinghmahavidyalaya.in,Private Un-Aided,2014,No,Rural,2020,2014,Rural,Private Un-Aided,Private,2014
Uttar Pradesh,Mau,State Public University,"Veer Bahadur Singh Purvanchal University, Jaunpur (Id: U-0550)","Veer Bahadur Singh Purvanchal University, Jaunpur",U-0550,BABA VEER BAHADUR RAMNATH MAHAVIDYALAYA PILAKHI VARUNA MAU (Id: C-65187),BABA VEER BAHADUR RAMNATH MAHAVIDYALAYA PILAKHI VARUNA MAU,C-65187,Affiliated College,"Pilkhi , Varuna, ",,Private Un-Aided,2020,No,Rural,2020,2020,Rural,Private Un-Aided,Private,2020
Uttar Pradesh,Mirzapur,State Public University,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)","Mahatma Gandhi Kashi Vidyapeeth, Varanasi",U-0527,MAA SHANTI DEVI MAHAVIDYALAYA  (Id: C-56479),MAA SHANTI DEVI MAHAVIDYALAYA,C-56479,Affiliated College,"Bagheda Niyamatpur Kalan Marg, Chunar Mirzapur, Mirzapur",,Private Un-Aided,2016,No,Rural,2020,2016,Rural,Private Un-Aided,Private,2016
Uttar Pradesh,Lucknow,State Public University,UNIVERSITY OF LUCKNOW (Id: U-0524),UNIVERSITY OF LUCKNOW,U-0524,EXON MONTESSORI GIRLS DEGREE COLLEGE (Id: C-54312),EXON MONTESSORI GIRLS DEGREE COLLEGE,C-54312,Affiliated College,"campbell road post chowk, lucknow",exoncolleges.org,Private Un-Aided,2015,No,Urban,2020,2015,Urban,Private Un-Aided,Private,2015
Uttar Pradesh,Mathura,State Public University,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Dr. B. R. Ambedkar University, Agra",U-0509,LOKMANI SHARMA SWATANTRATA SANGRAM SENANI GOVERNMENT DEGREE COLLEGE MANT MATHURA  (Id: C-15436),LOKMANI SHARMA SWATANTRATA SANGRAM SENANI GOVERNMENT DEGREE COLLEGE MANT MATHURA,C-15436,Affiliated College,"MANT, MATHURA",www.gdcmant.in,State Government,2003,No,Rural,2020,2010,Rural,State Government,Government,2003
Uttar Pradesh,Banda,State Public University,"Bundelkhand University,  Jhansi (Id: U-0502)","Bundelkhand University, Jhansi",U-0502,RAJADEVI DEGREE COLLEGE                 (Id: C-22595),RAJADEVI DEGREE COLLEGE,C-22595,Affiliated College,"Naraini Road Banda, District Banda, Banda",rddcbanda.in,Private Un-Aided,2007,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2007
Uttar Pradesh,Mirzapur,State Public University,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)","Mahatma Gandhi Kashi Vidyapeeth, Varanasi",U-0527,HAR HAR MAHADEV MAHILA SHIKSHAN SANSTHAN MATHANA CHUNAR MIRZAPUR (Id: C-63808),HAR HAR MAHADEV MAHILA SHIKSHAN SANSTHAN MATHANA CHUNAR MIRZAPUR,C-63808,Affiliated College,,,,,,,NO,2019,Not Defined,Not Defined,Not Defined,Not Defined
Uttar Pradesh,Barabanki,State Public University,"Dr. Ram Manohar Lohia  Awadh University, Faizabad (Id: U-0510)","Dr. Ram Manohar Lohia Awadh University, Faizabad",U-0510,Phoolmati Institute (Id: C-52976),Phoolmati Institute,C-52976,Affiliated College,"DULHADEPUR, TICKETNAGAR, BARABANKI",,Local Body,2014,No,Rural,2020,2014,Rural,Local Body,Government,2014
Uttar Pradesh,Sultanpur,State Public University,"Dr. Ram Manohar Lohia  Awadh University, Faizabad (Id: U-0510)","Dr. Ram Manohar Lohia Awadh University, Faizabad",U-0510,"PT. ONKAR NATH MAHAVIDYALAYA, BAKHAT KA PURWA, GAURIGANJ, SULTANPUR (Id: C-42623)","PT. ONKAR NATH MAHAVIDYALAYA, BAKHAT KA PURWA, GAURIGANJ, SULTANPUR",C-42623,Affiliated College,"BAKHAT KA PURWA, BASTIDEI, GAURIGANJ",www.ptonmahavidyalaya.com,Private Un-Aided,2005,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2005
Uttar Pradesh,Prayagraj,State Public University,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh (Id: U-0849)","Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",U-0849,"MOTI LAL NEHRU DEGREE COLLEGE, KAUNDHIYARA, (Id: C-12076)","MOTI LAL NEHRU DEGREE COLLEGE, KAUNDHIYARA,",C-12076,Affiliated College,"Kaundhiyara, Jari Bazar, Allahabad",www.mlndegreecollege.org,Private Un-Aided,2000,Education/Teacher Education,Rural,2016,2010,Rural,Private Un-Aided,Private,2000
Uttar Pradesh,Prayagraj,State Public University,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh (Id: U-0849)","Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",U-0849,"BASDEV SINGH MAHILA MAHAVIDYALAYA, TARWAI, MEJA, (Id: C-12501)","BASDEV SINGH MAHILA MAHAVIDYALAYA, TARWAI, MEJA,",C-12501,Affiliated College,"TARWAI, BIGAHNA, MEJA, PRAYAGRAJ",www.bsmmv.org,Private Un-Aided,2008,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2008
Uttar Pradesh,Amroha,State Public University,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW (Id: U-0549)","Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",U-0549,Yogendra Nath Saxenxa College of Pharmacy and Research Centre (Id: C-62028),Yogendra Nath Saxenxa College of Pharmacy and Research Centre,C-62028,Affiliated College,"RAMPUR BHOOR ROAD, OPPOSITE POWER HOUSE, HASANPUR, HASANPUR",www.ynscophasanpur.com,Private Un-Aided,2018,Pharmacy,Urban,2020,2019,Urban,Private Un-Aided,Private,2018
Uttar Pradesh,Ghaziabad,State Public University,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW (Id: U-0549)","Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",U-0549,"INSTITUE OF PROFESSIONAL EXCELLENCE AND MANAGEMENT, GHAZIABAD. (Id: C-46121)","INSTITUE OF PROFESSIONAL EXCELLENCE AND MANAGEMENT, GHAZIABAD.",C-46121,Affiliated College,,,,,,,NO,2011,Not Defined,Not Defined,Not Defined,Not Defined
Uttar Pradesh,Bareilly,State Public University,"Mahatama Jyotiba Phule Rohikhand University, Bareilly (Id: U-0525)","Mahatama Jyotiba Phule Rohikhand University, Bareilly",U-0525,"Pritee Rural Institute for Technology & Education, Bhuta (Id: C-13386)","Pritee Rural Institute for Technology & Education, Bhuta",C-13386,Affiliated College,"Pritee Vihar, Post- Kakara Kalan, Bareilly",www.priteecollege.com,Private Un-Aided,2008,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2008
Uttar Pradesh,Jaunpur,State Public University,"Veer Bahadur Singh Purvanchal University, Jaunpur (Id: U-0550)","Veer Bahadur Singh Purvanchal University, Jaunpur",U-0550,"Raja Harpaal Singh Mahavidyalaya, Singramau ,Jaunpur (Id: C-15980)","Raja Harpaal Singh Mahavidyalaya, Singramau ,Jaunpur",C-15980,Affiliated College,"Singramau ,Jaunpur, Lucknow Varanasi road, Badlapur Jaunpur",www.rhsmpgcollege.org,Private Aided,1965,No,Rural,2020,2010,Rural,Private Aided,Private,1965
Uttar Pradesh,Agra,State Public University,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Dr. B. R. Ambedkar University, Agra",U-0509,"ANJALI INSTITUTE OF MANAGEMENT AND SCIENCE, AGRA (Id: C-15311)","ANJALI INSTITUTE OF MANAGEMENT AND SCIENCE, AGRA",C-15311,Affiliated College,"AGRA-FIROZABAD ROAD, NH-2, ETMADPUR, AGRA, AGRA-FIROZABAD ROAD, NH-2, ETMADPUR, AGRA, AGRA",www.aimsagra.in,Private Un-Aided,2000,Education/Teacher Education,Rural,2020,2010,Rural,Private Un-Aided,Private,2000
Uttar Pradesh,Lucknow,State Public University,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW (Id: U-0549)","Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",U-0549,"SHERWOOD COLLEGE OF MANAGEMENT, LUCKNOW (Id: C-46940)","SHERWOOD COLLEGE OF MANAGEMENT, LUCKNOW",C-46940,Affiliated College,"SEC-25,, INDIRA NAGAR, LUCKNOW",www.sherwoodindia.in,Private Un-Aided,1997,No,Urban,2020,2011,Urban,Private Un-Aided,Private,1997
Uttar Pradesh,Gautam Buddha Nagar,State Public University,"Chaudhary Charan Singh University, Meerut (Id: U-0506)","Chaudhary Charan Singh University, Meerut",U-0506,"LLOYD LAW COLLEGE, GREATER NOIDA (Id: C-28802)","LLOYD LAW COLLEGE, GREATER NOIDA",C-28802,Affiliated College,"LLOYD LAW COLLEGE, Plot No. 11, Knowledge Park- II, Greater Noida - 201306, Delhi/NCR, Greater Noida",www.lloydlawcollege.edu.in,Private Un-Aided,2003,Law,Urban,2020,2010,Urban,Private Un-Aided,Private,2003
Uttar Pradesh,AYODHYA,State Public University,"Dr. Ram Manohar Lohia  Awadh University, Faizabad (Id: U-0510)","Dr. Ram Manohar Lohia Awadh University, Faizabad",U-0510,"MANIRAM VERMA EDUCATIONAL INSTITUTE, MADANA UPARHAR (Id: C-56912)","MANIRAM VERMA EDUCATIONAL INSTITUTE, MADANA UPARHAR",C-56912,Affiliated College,"MADNA UPARIHAR PURA BAZAR FAIZABAD, PURA BAZAR, FAIZABAD",,Private Un-Aided,2015,Education/Teacher Education,Rural,2020,2016,Rural,Private Un-Aided,Private,2015
Uttar Pradesh,Ballia,State Public University,JANNAYAK CHANDRASHEKHAR UNIVERSITY BALLIA (Id: U-1061),JANNAYAK CHANDRASHEKHAR UNIVERSITY BALLIA,U-1061,"Sri Swami Nath Singh Surendra Mahavidyalaya, Dharmpur, Kazipur, Ballia (Id: C-13537)","Sri Swami Nath Singh Surendra Mahavidyalaya, Dharmpur, Kazipur, Ballia",C-13537,Affiliated College,"DHARAMPUR KAZIPUR BALLIA, DHARMPUR KAZIPUR BALLIA, BALLIA",www.ssssm.in,Private Un-Aided,2005,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2005
Uttar Pradesh,Chandauli,State Public University,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)","Mahatma Gandhi Kashi Vidyapeeth, Varanasi",U-0527,"Ganji Prasad Mahavidyalaya, Dihwa, Mugalsarai, Chandauli (Id: C-50992)","Ganji Prasad Mahavidyalaya, Dihwa, Mugalsarai, Chandauli",C-50992,Affiliated College,"dihwa mughalsarai chandauli, chandauli",,Private Un-Aided,2012,No,Rural,2020,2013,Rural,Private Un-Aided,Private,2012
Uttar Pradesh,Bijnor,State Public University,"Mahatama Jyotiba Phule Rohikhand University, Bareilly (Id: U-0525)","Mahatama Jyotiba Phule Rohikhand University, Bareilly",U-0525,"SHANTI NIKETAN INSTITUTE OF TECHNOLOGY, RAHU NANGLI, CHANDPUR (BIJNOR) (Id: C-49793)","SHANTI NIKETAN INSTITUTE OF TECHNOLOGY, RAHU NANGLI, CHANDPUR (BIJNOR)",C-49793,Affiliated College,"RAHU NANGLI, CHANDPUR, Chandpur",,Private Un-Aided,2012,Education/Teacher Education,Rural,2020,2012,Rural,Private Un-Aided,Private,2012
Uttar Pradesh,Bhadohi,State Public University,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)","Mahatma Gandhi Kashi Vidyapeeth, Varanasi",U-0527,"Falahe Ummat Girl Degree College, Station Road,Bhadohi (Id: C-13594)","Falahe Ummat Girl Degree College, Station Road,Bhadohi",C-13594,Affiliated College,"Station Road Bhadohi, Station Road Bhadohi, Bhadohi",www.falaheummat.in,Private Un-Aided,1996,Arts,Urban,2020,2010,Urban,Private Un-Aided,Private,1996
Uttar Pradesh,Bijnor,State Public University,"Mahatama Jyotiba Phule Rohikhand University, Bareilly (Id: U-0525)","Mahatama Jyotiba Phule Rohikhand University, Bareilly",U-0525,Krishna College of Law (Id: C-13315),Krishna College of Law,C-13315,Affiliated College,"Noorpur Road, Bijnor, Noorpur Road, Bijnor, Bijnor",www.krishnacollegebijnor.com,Private Un-Aided,2002,Law,Rural,2020,2010,Rural,Private Un-Aided,Private,2002
Uttar Pradesh,Kushi Nagar,State Public University,"Deen Dayal Upadhyay Gorakhpur University, Gorakhpur (Id: U-0508)","Deen Dayal Upadhyay Gorakhpur University, Gorakhpur",U-0508,"Shree Muralidhar Bhagwat Lal Mahavidyalay, Mathauli Bazar, Kushinagar (Id: C-14144)","Shree Muralidhar Bhagwat Lal Mahavidyalay, Mathauli Bazar, Kushinagar",C-14144,Affiliated College,"Vill. & Post Mathauli Bazar Tehsil Hata, Kushinagar, Vill. & Post Mathauli Bazar Tehsil Hata, Kushinagar, Kushinagar",www.smblm.in,Private Un-Aided,2005,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2005
Uttar Pradesh,Meerut,State Public University,"Chaudhary Charan Singh University, Meerut (Id: U-0506)","Chaudhary Charan Singh University, Meerut",U-0506,"GANDHI INSTITUTION OF PROFESSIONAL & TECHNICAL STUDIES FOR GIRLS NAGLA SHAR KHAN URF JAINPUR, MEERUT (Id: C-28839)","GANDHI INSTITUTION OF PROFESSIONAL & TECHNICAL STUDIES FOR GIRLS NAGLA SHAR KHAN URF JAINPUR, MEERUT",C-28839,Affiliated College,,,,,,,NO,2010,Not Defined,Not Defined,Not Defined,Not Defined
Uttar Pradesh,Hardoi,State Public University,UNIVERSITY OF LUCKNOW (Id: U-0524),UNIVERSITY OF LUCKNOW,U-0524,"SWAMI KALYANNAND MAHAVIDYALAYA, NYORADEV, LONAR, (Id: C-12093)","SWAMI KALYANNAND MAHAVIDYALAYA, NYORADEV, LONAR,",C-12093,Affiliated College,"VILL NEORADEV, POST SAKRA, HARDOI",www.skdc.in,Private Un-Aided,2011,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2011
Uttar Pradesh,Meerut,State Public University,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW (Id: U-0549)","Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",U-0549,"NEELKANTH INSTITUTE OF TECHNOLOGY, MEERUT (Id: C-46419)","NEELKANTH INSTITUTE OF TECHNOLOGY, MEERUT",C-46419,Affiliated College,"NH-58, NEAR SVBP AGRICULTRAL UNIVERSITY, MODIPURAM, MEERUT",www.neelkanth.edu.in,Private Un-Aided,2008,No,Urban,2020,2011,Urban,Private Un-Aided,Private,2008
Uttar Pradesh,Chandauli,State Public University,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)","Mahatma Gandhi Kashi Vidyapeeth, Varanasi",U-0527,SUDAMA DEVI MAHILA MAHAVIDYALAYA CHANDAULI (Id: C-46475),SUDAMA DEVI MAHILA MAHAVIDYALAYA CHANDAULI,C-46475,Affiliated College,"CHANDAULI, CHANDAULI, CHANDAULI",,Private Un-Aided,2012,No,Rural,2020,2012,Rural,Private Un-Aided,Private,2012
Uttar Pradesh,Prayagraj,State Public University,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh (Id: U-0849)","Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",U-0849,"GANDHI SHANTI NIKETAN DEGREE COLLEGE, GOUHANIA (JASARA), (Id: C-12538)","GANDHI SHANTI NIKETAN DEGREE COLLEGE, GOUHANIA (JASARA),",C-12538,Affiliated College,"GAUHANIYA, JASRA, ALLAHABAD, ALLAHABAD",www.gsnmahavidyalaya.org,Private Un-Aided,1999,No,Rural,2017,2010,Rural,Private Un-Aided,Private,1999
Uttar Pradesh,Etah,State Public University,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Dr. B. R. Ambedkar University, Agra",U-0509,SRI GAURI SHANKAR MAHAVIDHYALAY DAULATPUR CHAPRAI ETAH (Id: C-57313),SRI GAURI SHANKAR MAHAVIDHYALAY DAULATPUR CHAPRAI ETAH,C-57313,Affiliated College,"VILLAGE- DAULATPUR, BLOCK SAKEET, ETAH",http://www.sgsmetah.com,Private Un-Aided,2016,No,Rural,2016,2016,Rural,Private Un-Aided,Private,2016
Uttar Pradesh,Mathura,State Public University,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Dr. B. R. Ambedkar University, Agra",U-0509,"SHRI GIRIRAJ MAHARAJ COLLEGE,MATHURA (Id: C-15142)","SHRI GIRIRAJ MAHARAJ COLLEGE,MATHURA",C-15142,Affiliated College,"NEAR GOVERDHAN CHAURAHA, POST KRISHNA NAGAR, NH2, MATHURA, MATHURA",sgmc.co.in,Private Un-Aided,2004,No,Urban,2020,2010,Urban,Private Un-Aided,Private,2004
Uttar Pradesh,Jaunpur,State Public University,"Veer Bahadur Singh Purvanchal University, Jaunpur (Id: U-0550)","Veer Bahadur Singh Purvanchal University, Jaunpur",U-0550,"Sarju Prasad Mahavidyalaya, Kajgaaw , Jaunpur (Id: C-16020)","Sarju Prasad Mahavidyalaya, Kajgaaw , Jaunpur",C-16020,Affiliated College,Kachgao,,Private Un-Aided,2007,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2007
Uttar Pradesh,Kaushambi,State Public University,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh (Id: U-0849)","Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",U-0849,"ASHOK TIWARI EDILPURI DEGREE COLLEGE, SARAI AQUIL, (Id: C-12597)","ASHOK TIWARI EDILPURI DEGREE COLLEGE, SARAI AQUIL,",C-12597,Affiliated College,"sarai akil, tehsil chail, kaushambi",atedcollege.org.in,Private Un-Aided,2008,No,Rural,2015,2010,Rural,Private Un-Aided,Private,2008
Uttar Pradesh,Aligarh,State Public University,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Dr. B. R. Ambedkar University, Agra",U-0509,LALA RAM SHRI DEVI DEGREE COLLEGE AUTROLI ALIGARH (Id: C-15565),LALA RAM SHRI DEVI DEGREE COLLEGE AUTROLI ALIGARH,C-15565,Affiliated College,"NEAR MADHOLI, ATROLI, ALIGARH",www.lrsdcollege.nic.in,Local Body,2009,No,Rural,2020,2010,Rural,Local Body,Government,2009
Uttar Pradesh,Meerut,State Public University,"Chaudhary Charan Singh University, Meerut (Id: U-0506)","Chaudhary Charan Singh University, Meerut",U-0506,"SHATAKSHI COLLEGE OF EDUCATION, CHITWANA (Id: C-52977)","SHATAKSHI COLLEGE OF EDUCATION, CHITWANA",C-52977,Affiliated College,"CHITWANA SHER PUR, 736 shatakshi college of education chitwana meerut, MEERUT",scemeerut.com,Local Body,2013,No,Rural,2020,2014,Rural,Local Body,Government,2013
Uttar Pradesh,Pilibhit,State Public University,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW (Id: U-0549)","Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",U-0549,ADESH COLLEGE OF PHARMACY (Id: C-61559),ADESH COLLEGE OF PHARMACY,C-61559,Affiliated College,"Narayanpur, Bisalpur, Pilibhit",www.adeshcollege.com,Private Un-Aided,2019,No,Rural,2020,2019,Rural,Private Un-Aided,Private,2019
Uttar Pradesh,Varanasi,State Public University,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)","Mahatma Gandhi Kashi Vidyapeeth, Varanasi",U-0527,"Sri Baldeo P.G.College Baragaon, Varanasi (Id: C-13564)","Sri Baldeo P.G.College Baragaon, Varanasi",C-13564,Affiliated College,"Baragaon, Baragaon, Varanasi",,Private Aided,1965,No,Rural,2020,2010,Rural,Private Aided,Private,1965
Uttar Pradesh,Basti,State Public University,"SIDDHARTH UNIVERSITY, KAPILVASTU (Id: U-0848)","SIDDHARTH UNIVERSITY, KAPILVASTU",U-0848,"Ambika Ram Devi Degree College, sandpur, ramana Taukir, haraiya, basti (Id: C-14380)","Ambika Ram Devi Degree College, sandpur, ramana Taukir, haraiya, basti",C-14380,Affiliated College,"PLOT NO. 301, VILLAGE - RAMNA TAUFIR, TEHSIL - HARRIYA",www.arddc.in,Private Un-Aided,2016,No,Rural,2020,2010,Rural,Private Un-Aided,Private,2016
Uttar Pradesh,Kanpur Nagar,State Public University,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",U-0505,"SARASWATI B.ED. MAHAVIDYALAYA, ROOMA, (Id: C-12129)","SARASWATI B.ED. MAHAVIDYALAYA, ROOMA,",C-12129,Affiliated College,"RAGHUVEER NAGAR, ROOMA, KANPUR NAGAR, KANPUR",www.saraswatimahavidyalayarooma.org,Private Un-Aided,2003,Education/Teacher Education,Rural,2020,2010,Rural,Private Un-Aided,Private,2003
Uttar Pradesh,Gautam Buddha Nagar,State Public University,"Chaudhary Charan Singh University, Meerut (Id: U-0506)","Chaudhary Charan Singh University, Meerut",U-0506,"PRAKASH INSTITUTE OF PHYSIOTHERAPY REHABILILATION & ALLIED MEDICAL SCIENCES 9-A, SECTOR-P-2, GRATER NOIDA (Id: C-28583)","PRAKASH INSTITUTE OF PHYSIOTHERAPY REHABILILATION & ALLIED MEDICAL SCIENCES 9-A, SECTOR-P-2, GRATER NOIDA",C-28583,Affiliated College,"Plot 9A, Pocket P2, Sector Omega - 1, Builders Area, Greater Noida",https://prakashinstitute.edu.in/,Private Un-Aided,2005,,Urban,2020,2010,Urban,Private Un-Aided,Private,2005
Uttar Pradesh,Azamgarh,State Public University,"Veer Bahadur Singh Purvanchal University, Jaunpur (Id: U-0550)","Veer Bahadur Singh Purvanchal University, Jaunpur",U-0550,"Nand Academy Mahila Mahavidyalay, Rohowa Mustafabad, Mujaffarpur, Azamgarh (Id: C-59790)","Nand Academy Mahila Mahavidyalay, Rohowa Mustafabad, Mujaffarpur, Azamgarh",C-59790,Affiliated College,"Rohowa Mustafabad, Mujaffarpur",,Private Un-Aided,2018,No,Rural,2020,2018,Rural,Private Un-Aided,Private,2018
Uttar Pradesh,Firozabad,State Public University,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Dr. B. R. Ambedkar University, Agra",U-0509,SHRI UDAL SINGH MAHAVIDHYALAYA ASFABAD FIROZABAD  (Id: C-57970),SHRI UDAL SINGH MAHAVIDHYALAYA ASFABAD FIROZABAD,C-57970,Affiliated College,"SHANTI NAGAR, ASFABAD, FIROZABAD",http://shriudalsinghmahavidhyalaya.org,Private Aided,2014,No,Urban,2020,2016,Urban,Private Aided,Private,2014
Uttar Pradesh,Jaunpur,State Public University,"Veer Bahadur Singh Purvanchal University, Jaunpur (Id: U-0550)","Veer Bahadur Singh Purvanchal University, Jaunpur",U-0550,"MICROTEK COLLEGE OF MANAGEMENT AND TECHNOLOGY, KERAKAT (Id: C-50263)","MICROTEK COLLEGE OF MANAGEMENT AND TECHNOLOGY, KERAKAT",C-50263,Affiliated College,"MICROTEK COLLEGE OF MANAGEMENT AND TECHNOLOGY, VILL-MURTZABAD PO-MUFTIGANJ, KERAKAT",www.microtek.ac.in,Private Un-Aided,2015,No,Rural,2020,2014,Rural,Private Un-Aided,Private,2015
Uttar Pradesh,Farrukhabad,State Public University,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur (Id: U-0505)","Chatrapati Sahuji Maharaj Kanpur University, Kanpur",U-0505,"MA. KASIRAM RAJKIYA MAHAVIDYALAYA, NINAUWA, (Id: C-12383)","MA. KASIRAM RAJKIYA MAHAVIDYALAYA, NINAUWA,",C-12383,Affiliated College,"Vill-Ninauwa, P.O.-Central jail  ,   Fatehgarh, Farrukhabad",mkrmahavidyalay.org,State Government,2009,No,Rural,2020,2010,Rural,State Government,Government,2009
Uttar Pradesh,Azamgarh,State Public University,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW (Id: U-0549)","Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",U-0549,JAINATH MEMORIAL PHARMACY COLLEGE VILLAGE HARAIRAMPUR POST CHIRKIHIT AZAMGARH (Id: C-64729),JAINATH MEMORIAL PHARMACY COLLEGE VILLAGE HARAIRAMPUR POST CHIRKIHIT AZAMGARH,C-64729,Affiliated College,"Harairampur Chirkihit, Lalganj, ",,Private Un-Aided,2019,No,Rural,2020,2020,Rural,Private Un-Aided,Private,2019
Uttar Pradesh,Mathura,State Public University,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW (Id: U-0549)","Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",U-0549,"P.K. INSTITUTE OF TECHNOLOGY AND MANAGEMENT, MATHURA (Id: C-46413)","P.K. INSTITUTE OF TECHNOLOGY AND MANAGEMENT, MATHURA",C-46413,Affiliated College,"MATHURA-ALIGARH ROAD,, BIRHANA-RAYA,MATHURA, MATHURA",www.pkitm.org,Private Un-Aided,2009,No,Rural,2016,2011,Rural,Private Un-Aided,Private,2009
Uttar Pradesh,Sonbhadra,State Public University,"Mahatma Gandhi Kashi Vidyapeeth, Varanasi (Id: U-0527)","Mahatma Gandhi Kashi Vidyapeeth, Varanasi",U-0527,"Babu Ram Singh Mahavidyalaya, Kharpathar, Murdhwa, Renukoot, Sonebhadra (Id: C-13661)","Babu Ram Singh Mahavidyalaya, Kharpathar, Murdhwa, Renukoot, Sonebhadra",C-13661,Affiliated College,"Khadpathar, Murdhawa (Renukoot), Dist- Sonebhadra (U.P), Khadpathar, Murdhawa (Renukoot), Dist- Sonebhadra (U.P), RENUKOOT",www.brsmr.in,Private Un-Aided,2004,Education/Teacher Education,Rural,2020,2010,Rural,Private Un-Aided,Private,2004
Uttar Pradesh,Gonda,State Public University,"Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW (Id: U-0549)","Dr.A.P.J. ABDUL KALAM TECHNICAL UNIVERSITY ,LUCKNOW",U-0549,SCPM COLLEGE OF PHARMACY (Id: C-62978),SCPM COLLEGE OF PHARMACY,C-62978,Recognized Center,,,,,,,NO,2019,Not Defined,Not Defined,Not Defined,Not Defined
